DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,42.47443,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,44.42184,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,COL: Colombia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,49.44697,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,64.55306,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,67.83836,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,60.23973,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,60.87906,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,69.22361,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CRI: Costa Rica,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,75.46136,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,90.1502,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,88.71576,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,90.28902,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,90.01422,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,90.00277,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CYP: Cyprus,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,87.31525,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,82.17821,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,80.99226,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,79.37345,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,78.58479,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,85.16471,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,CZE: Czechia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,83.5769,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,99.91737,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DNK: Denmark,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,99.83296,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,54.09099,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,56.23919,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,55.95061,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,54.14284,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,52.19295,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,DOM: Dominican Republic,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,58.35587,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,46.21243,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,51.24602,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,40.82298,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,42.60634,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,51.86861,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ECU: Ecuador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,60.23606,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,36.71971,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,30.35295,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,31.90693,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,24.37996,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,41.87103,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SLV: El Salvador,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,37.57714,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,21.79158,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,34.82757,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,21.00403,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,29.07543,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,22.62206,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,ETH: Ethiopia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,40.94387,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,99.78542,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,99.58627,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FIN: Finland,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,100,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,96.58276,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,94.00404,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,95.46658,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,91.28713,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,97.78792,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,FRA: France,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2017,96.97883,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2014,39.66507,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,_T: Total,_T: Total,_T: Total,_T: Total,2017,61.23045,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2014,39.76326,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,F: Female,_T: Total,_T: Total,_T: Total,2017,63.61226,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,GEO: Georgia,GN_FB_BNK_ACCSS: Proportion of adolescents and adults (aged 15 years and older) with an account at a financial institution or mobile money service provider,M: Male,_T: Total,_T: Total,_T: Total,2014,39.55237,,,PCNT: %,,,,SDG Portal,,,
